Item ,Sim-Plaqueta,Não-Plaqueta,TOMBO,DESCRIÇÃO,Nº DE SÉRIE,UNIDADE ADMINISTRATIVA,DEPARTAMENTO,SALA,LOCALIZADO,Estado de Conservação,,,,Classificação,,,,,
2118,X,,1408,ARMARIO EM AÇO,, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
2307,X,,6230,ARMARIO EM ACO TIPO GUARDA-ROUPA//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
2331,X,,14764,ARMARIO EM ACO TIPO GUARDA-ROUPA/PANDIN/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
2332,X,,14766,ARMARIO EM ACO TIPO GUARDA-ROUPA/PANDIN/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
3320,X,,8220,ARQUIVO DE ACO //,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
3815,X,,8124,ARQUIVO EM ACO PARA FICHAS//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
4109,X,,12611,BANCO ESTOFADO C/ 03 LUGARES/AÇOFLEX/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
4262,X,,744,BEBEDOURO ELETRICO SEM GARRAFAO/TIPO SUPORTE P/GARRAFAO/ESMALTEC/,04091731005701, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
6451,X,,6966,CADEIRA ESTOFADA GIRATORIA/VANDA FLEX/SECRETARIA,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
9304,X,,24573,CADEIRA GIRATORIA/FLEXFORM/DIGITADOR,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
9422,X,,25293,CADEIRA GIRATORIA/FLEXFORM/PRESIDENTE,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
13993,X,,12580,ESTANTE EM AÇO,, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14165,X,,3233,"ESTANTE EM ACO C/ 05 PRATELEIRAS, NA COR CINZA//",000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14167,X,,12028,ESTANTE EM ACO C/ 06 PRATELEIRAS MARCA PANDIM//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14170,X,,2219,ESTANTE EM ACO C/05 PRATELEIRAS NA COR CINZA//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14172,X,,6723,ESTANTE EM ACO C/06 PRATELEIRAS//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14173,X,,12017,ESTANTE EM ACO C/06 PRATELEIRAS//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14181,X,,12033,ESTANTE EM ACO COM  06 PRATELEIRAS//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14182,X,,7772,"ESTANTE EM ACO COM 04 PRATELEIRAS, MOD. EDB-6A//",000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14189,X,,12038,ESTANTE EM ACO COM 06 PRATELEIRAS//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14190,X,,12039,ESTANTE EM ACO COM 06 PRATELEIRAS//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14191,X,,12050,ESTANTE EM ACO COM 06 PRATELEIRAS//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14516,X,,13,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14517,X,,1713,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14518,X,,1714,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14519,X,,1715,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14520,X,,1716,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14521,X,,1717,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14522,X,,1718,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14523,X,,1725,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14524,X,,1727,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14525,X,,1734,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14526,X,,1736,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14527,X,,1781,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14528,X,,4607,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14529,X,,4637,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14530,X,,4867,ESTANTE EM ACO//,, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14531,X,,6722,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14532,X,,6975,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14533,X,,6981,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14534,X,,9702,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14535,X,,9704,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14536,X,,9706,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14537,X,,9707,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14538,X,,9708,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14539,X,,9709,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14540,X,,9710,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14541,X,,9716,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14542,X,,9717,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14543,X,,9718,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14544,X,,9719,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14545,X,,9734,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14546,X,,9735,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14547,X,,9736,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14548,X,,9737,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14549,X,,9738,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14550,X,,9739,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14551,X,,9740,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14552,X,,9741,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14553,X,,9742,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14554,X,,9743,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14555,X,,9744,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14556,X,,9745,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14557,X,,9747,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14558,X,,9751,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14559,X,,9752,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14560,X,,9753,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14561,X,,9760,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14562,X,,9761,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14563,X,,9762,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14564,X,,9763,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14565,X,,9764,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14566,X,,9765,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14567,X,,9766,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14568,X,,9767,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14569,X,,9768,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14570,X,,9769,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14571,X,,9770,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14572,X,,9771,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14573,X,,9772,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14574,X,,9773,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14575,X,,9774,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14576,X,,12015,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14577,X,,12040,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14578,X,,12078,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14579,X,,14125,ESTANTE EM ACO//,, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14580,X,,19956,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14581,X,,19964,ESTANTE EM ACO//,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14615,X,,4605,ESTANTE EM ACO//04/30,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14619,X,,3133,ESTANTE EM ACO/FIEL/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14627,X,,11993,ESTANTE EM ACO/PANDIN/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14628,X,,11998,ESTANTE EM ACO/PANDIN/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14629,X,,12001,ESTANTE EM ACO/PANDIN/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14630,X,,12007,ESTANTE EM ACO/PANDIN/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14631,X,,12057,ESTANTE EM ACO/PANDIN/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14632,X,,12058,ESTANTE EM ACO/PANDIN/,, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14633,X,,12062,ESTANTE EM ACO/PANDIN/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
14660,X,,6636,ESTANTE EM ACO/W3/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
18246,X,,15399,MESA EM MADEIRA PARA AUXILIAR/ROMANA/,000000, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
17329,X,,28485,LONGARINA//,000000,PORTO VELHO- BASE DA POLICIA MILITAR- RODOVIARIA,GUARDA,,,,X,,,X,,,,,
19999,X,,25425,MONITOR DE VIDEO LCD/ITAUTEC INFOWAY/L1742P,L491901319000,PORTO VELHO- BASE DA POLICIA MILITAR- RODOVIARIA,GUARDA,,,,X,,,X,,,,,
25325,,X,12516,RADIO TRANSCEPTOR PORTATIL/MOTOROLA/EP450,018NKS04H7,PORTO VELHO- BASE DA POLICIA MILITAR- RODOVIARIA,GUARDA,,,,X,,,X,,,,,
6049,X,,39829,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,ADMINISTRAÇÃO,,,,X,,,X,,,,,
6055,X,,39835,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,ADMINISTRAÇÃO,,,,X,,,X,,,,,
12375,X,,43882,CPU/ITAUTEC/INFOWAY ST-4272,4006234000287,PORTO VELHO- DEAAI,ADMINISTRAÇÃO,,,,X,,,X,,,,,
12379,X,,44055,CPU/ITAUTEC/INFOWAY ST-4272,4006234000141,PORTO VELHO- DEAAI,ADMINISTRAÇÃO,,,,X,,,X,,,,,
15940,X,,39132,GAVETEIRO/ARTILINE/,000000,PORTO VELHO- DEAAI,ADMINISTRAÇÃO,,,,X,,,X,,,,,
15958,X,,39162,GAVETEIRO/ARTILINE/,000000,PORTO VELHO- DEAAI,ADMINISTRAÇÃO,,,,X,,,X,,,,,
20132,X,,43592,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001760,PORTO VELHO- DEAAI,ADMINISTRAÇÃO,,,,X,,,X,,,,,
20133,X,,43632,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001389,PORTO VELHO- DEAAI,ADMINISTRAÇÃO,,,,X,,,X,,,,,
23664,X,,41136,POLTRONA GIRATORIA P/CHEFIA/FLEXFORM/,000000,PORTO VELHO- DEAAI,ADMINISTRAÇÃO,,,,X,,,X,,,,,
24406,X,,41169,POLTRONA/FLEXFORM/,000000,PORTO VELHO- DEAAI,ADMINISTRAÇÃO,,,,X,,,X,,,,,
1063,X,,35006,APARELHO TELEVISOR 29 POLEGADAS/SEMP TOSHIBA/2934SL,9193A120AA382482,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2769,X,,40682,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2770,X,,40684,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2772,X,,40686,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2773,X,,40687,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2774,X,,40688,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2780,X,,40839,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2781,X,,40840,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2782,X,,40841,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2783,X,,40842,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2784,X,,40843,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2785,X,,40844,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
2786,X,,40845,ARMARIO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
3856,X,,29873,ARQUIVO EM MADEIRA PARA PASTA SUSPENSA/LAYOUT/APOF-43,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
3900,X,,40909,"ARQUIVO,C/04 GAVETAS E NICHO NA PARTE SUPERIOR/ARTILINE/MED.480X1600X500MM",000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
3901,X,,40910,"ARQUIVO,C/04 GAVETAS E NICHO NA PARTE SUPERIOR/ARTILINE/MED.480X1600X500MM",000000,VILHENA- UNISP / IML,ADMINISTRAÇÃO 2 PISO,,SIM,,X,,,X,,,,,
3902,X,,40911,"ARQUIVO,C/04 GAVETAS E NICHO NA PARTE SUPERIOR/ARTILINE/MED.480X1600X500MM",000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
3903,X,,40912,"ARQUIVO,C/04 GAVETAS E NICHO NA PARTE SUPERIOR/ARTILINE/MED.480X1600X500MM",000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
3904,X,,40913,"ARQUIVO,C/04 GAVETAS E NICHO NA PARTE SUPERIOR/ARTILINE/MED.480X1600X500MM",000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6030,X,,39809,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6031,X,,39810,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6032,X,,39811,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6034,X,,39813,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6035,X,,39815,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6037,X,,39817,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6041,X,,39821,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6043,X,,39823,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6044,X,,39824,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6045,X,,39825,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6046,X,,39826,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6047,X,,39827,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6051,X,,39831,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6053,X,,39833,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
6057,X,,39838,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
8997,X,,41418,"CADEIRA GIRATORIA TIPO OPERACIONAL,ESPALDAR ALTO,COR AZUL/FLEXFORM/",000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
9203,X,,41407,CADEIRA GIRATORIA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
9204,X,,41408,CADEIRA GIRATORIA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
9205,X,,41410,CADEIRA GIRATORIA/FLEXFORM/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
11104,X,,15392,"CPU CORE II DUO,DVD-RW,TECLADO,MOUSE OPTICO,CX ACUSTICA/ITAUTEC/INFOWAY ST4251",L39530600244,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
11432,X,,49830,CPU THINKCENTRE -CORE 15 3330/4GB/HD 500GB/COM MOUSE E TECLADO/LENOVO/M92P,152122AAPPERA535  ,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
11891,X,,36496,CPU/ITAUTEC/INFOWAY ST 4271,4003504700087,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
11892,X,,36552,CPU/ITAUTEC/INFOWAY ST 4271,4003504700096,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
11893,X,,36604,CPU/ITAUTEC/INFOWAY ST 4271,4003504700059,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
11894,X,,36826,CPU/ITAUTEC/INFOWAY ST 4271,4003504600202,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
12374,X,,43487,CPU/ITAUTEC/INFOWAY ST-4272,4005949100024,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
12661,X,,49239,CPU/LENOVO/,153484HUPPE94676   ,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
13013,X,,35526,ESTACAO DE TRABALHO 02 MOD. EM FORMA DE T ESTRUTURA EM ALUMINIO M/MADEIRENSE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
15947,X,,39141,GAVETEIRO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
15949,X,,39145,GAVETEIRO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
15952,X,,39152,GAVETEIRO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
15953,X,,39153,GAVETEIRO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
15954,X,,39156,GAVETEIRO/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
18468,X,,39003,MESA P/ COMPUTADOR/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
19049,X,,39019,MESA/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
19050,X,,39020,MESA/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
19051,X,,39021,MESA/ARTILINE/,000000,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
19401,X,,39905,MONITOR DE VIDEO,,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
19497,X,,50102,MONITOR DE VIDEO - LCD - LED 20 POLEGADAS PRETO/LG/E2011P,309SP2K2R357,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
19498,X,,50105,MONITOR DE VIDEO - LCD - LED 20 POLEGADAS PRETO/LG/E2011P,309SPAE03432,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
20616,X,,36201,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2046265,PORTO VELHO- DEAAI,CARTÓRIO,,,,X,,,X,,,,,
